id,name,region,paths,latitude,longitude,name_alternates
guanajuato,Guanajuato,West,M -99.79 -21.42 L -99.79 -21.29 L -99.71 -21.23 L -99.83 -21.16 L -100.04 -21.18 L -100.11 -20.92 L -100.16 -20.88 L -100.23 -20.93 L -100.34 -20.9 L -100.44 -20.97 L -100.51 -20.9 L -100.56 -20.66 L -100.47 -20.4 L -100.29 -20.21 L -100.39 -20.11 L -100.38 -19.97 L -100.52 -19.91 L -100.56 -19.95 L -100.77 -19.91 L -100.83 -19.98 L -100.91 -19.93 L -100.99 -19.94 L -101.04 -19.99 L -100.99 -20.02 L -101.02 -20.1 L -101.16 -20.1 L -101.21 -20.03 L -101.39 -20.04 L -101.43 -20.22 L -101.38 -20.27 L -101.46 -20.33 L -101.62 -20.32 L -101.67 -20.19 L -101.89 -20.2 L -101.95 -20.37 L -102.01 -20.33 L -102 -20.4 L -102.1 -20.39 L -101.97 -20.59 L -102.09 -20.79 L -101.86 -21.15 L -101.57 -21.35 L -101.64 -21.55 L -101.54 -21.64 L -101.59 -21.76 L -101.52 -21.84 L -101.45 -21.82 L -101.33 -21.87 L -101.24 -21.76 L -100.96 -21.75 L -100.63 -21.49 L -100.5 -21.51 L -100.46 -21.64 L -100.4 -21.68 L -99.79 -21.42 Z,20.8141,-100.904,
guerrero,Guerrero,Southeast,M -98.55 -16.32 L -98.78 -16.56 L -98.91 -16.53 L -99.37 -16.67 L -99.66 -16.7 L -99.99 -16.91 L -101.06 -17.26 L -101.18 -17.41 L -101.46 -17.53 L -101.5 -17.61 L -101.64 -17.67 L -101.81 -17.89 L -102.04 -17.99 L -102.17 -17.92 L -102.16 -18.15 L -101.93 -18.21 L -101.88 -18.3 L -101.88 -18.52 L -101.8 -18.59 L -101.65 -18.58 L -101.52 -18.48 L -101.26 -18.54 L -101.02 -18.54 L -100.95 -18.47 L -100.82 -18.5 L -100.7 -18.44 L -100.69 -18.33 L -100.63 -18.34 L -100.61 -18.42 L -100.74 -18.52 L -100.75 -18.73 L -100.79 -18.8 L -100.74 -18.86 L -100.68 -18.79 L -100.62 -18.87 L -100.45 -18.84 L -100.43 -18.64 L -100.3 -18.39 L -100.15 -18.49 L -100.07 -18.61 L -99.85 -18.66 L -99.78 -18.62 L -99.66 -18.76 L -99.5 -18.67 L -99.51 -18.62 L -99.33 -18.45 L -99.24 -18.45 L -99.22 -18.55 L -99.16 -18.55 L -99.06 -18.38 L -99.03 -18.24 L -98.93 -18.2 L -98.92 -18.14 L -98.83 -18.12 L -98.75 -18.01 L -98.43 -17.96 L -98.33 -17.87 L -98.39 -17.64 L -98.32 -17.32 L -98.23 -17.22 L -98.15 -17.22 L -98 -17.03 L -98.08 -16.77 L -98.24 -16.7 L -98.23 -16.58 L -98.35 -16.55 L -98.34 -16.41 L -98.55 -16.32 Z,17.7608,-100.091,
hidalgo,Hidalgo,Central,M -99.04 -21.18 L -99.04 -21.27 L -99 -21.3 L -98.82 -21.18 L -98.59 -21.21 L -98.59 -21.37 L -98.52 -21.4 L -98.44 -21.35 L -98.49 -21.26 L -98.41 -21.18 L -98.36 -21.16 L -98.29 -21.25 L -98.28 -21.12 L -98.21 -21.15 L -98.13 -21.07 L -98.23 -20.94 L -98.23 -20.83 L -98.42 -20.87 L -98.42 -20.79 L -98.49 -20.76 L -98.42 -20.74 L -98.42 -20.71 L -98.57 -20.49 L -98.47 -20.35 L -98.38 -20.46 L -98.34 -20.43 L -98.11 -20.69 L -98.02 -20.66 L -98 -20.48 L -98.28 -20.24 L -98.25 -20.2 L -98.14 -20.21 L -98.1 -20.1 L -98.25 -19.85 L -98.14 -19.67 L -98.25 -19.72 L -98.35 -19.59 L -98.49 -19.64 L -98.66 -19.59 L -98.6 -19.72 L -98.64 -19.8 L -98.83 -19.89 L -98.96 -19.81 L -98.94 -19.99 L -99.02 -20.04 L -99.2 -19.98 L -99.22 -19.9 L -99.39 -19.76 L -99.43 -19.9 L -99.51 -19.94 L -99.49 -20.06 L -99.55 -20.16 L -99.66 -20.14 L -99.84 -20.31 L -99.82 -20.51 L -99.49 -20.66 L -99.52 -20.74 L -99.49 -20.83 L -99.4 -20.91 L -99.35 -21.03 L -99.38 -21.1 L -99.3 -21.15 L -99.23 -21.12 L -99.04 -21.18 Z,20.5354,-98.9221,
jalisco,Jalisco,West,M -104.59 -19.15 L -104.81 -19.23 L -104.8 -19.29 L -104.88 -19.28 L -105.02 -19.37 L -105.09 -19.56 L -105.25 -19.67 L -105.53 -20.03 L -105.56 -20.22 L -105.7 -20.41 L -105.58 -20.49 L -105.3 -20.53 L -105.23 -20.64 L -105.29 -20.69 L -105.13 -20.89 L -105.06 -20.94 L -104.92 -20.93 L -104.79 -21.02 L -104.52 -20.91 L -104.29 -20.71 L -104.21 -20.99 L -104.22 -21.17 L -104.04 -21.22 L -103.94 -21.38 L -104.21 -21.52 L -104.1 -21.78 L -104.4 -22.09 L -104.33 -22.26 L -103.95 -22.37 L -103.93 -22.51 L -103.99 -22.57 L -103.98 -22.77 L -103.78 -22.73 L -103.89 -22.47 L -103.85 -22.18 L -103.73 -22.61 L -103.64 -22.59 L -103.61 -22.52 L -103.68 -22.32 L -103.66 -22.12 L -103.49 -22.13 L -103.36 -22.35 L -103.43 -22.41 L -103.37 -22.52 L -103.19 -22.38 L -103.19 -22.32 L -103.12 -22.34 L -103.04 -22.29 L -103.13 -22.17 L -103.08 -22.1 L -103.16 -22 L -103.29 -21.99 L -103.53 -21.82 L -103.52 -21.6 L -103.64 -21.49 L -103.73 -21.52 L -103.7 -21.38 L -103.75 -21.23 L -103.65 -21.26 L -103.61 -21.2 L -103.06 -21.04 L -103.04 -21.29 L -102.91 -21.28 L -102.81 -21.34 L -102.79 -21.29 L -102.65 -21.49 L -102.64 -21.57 L -102.78 -21.61 L -102.76 -21.75 L -102.66 -21.78 L -102.47 -21.69 L -102.23 -21.68 L -102.08 -21.77 L -102.05 -21.87 L -101.85 -22.02 L -101.53 -21.88 L -101.59 -21.76 L -101.54 -21.64 L -101.64 -21.55 L -101.57 -21.35 L -101.67 -21.24 L -101.79 -21.22 L -102.05 -20.87 L -102.09 -20.76 L -101.97 -20.59 L -102.1 -20.39 L -102.42 -20.34 L -102.65 -20.22 L -103.08 -20.1 L -103.04 -19.97 L -102.77 -19.96 L -102.71 -19.86 L -102.82 -19.79 L -102.74 -19.6 L -102.75 -19.48 L -102.61 -19.49 L -102.54 -19.4 L -102.66 -19.23 L -102.75 -19.26 L -102.88 -19.2 L -102.97 -19.07 L -103.15 -18.95 L -103.28 -19.05 L -103.35 -18.98 L -103.48 -18.97 L -103.53 -19.09 L -103.49 -19.31 L -103.65 -19.5 L -103.83 -19.4 L -104.06 -19.54 L -104.21 -19.32 L -104.42 -19.29 L -104.48 -19.23 L -104.54 -19.25 L -104.59 -19.15 Z,20.3026,-103.602,
mexico,México,Central,M -98.64 -19.46 L -98.67 -19.39 L -98.64 -19.05 L -98.71 -18.97 L -98.81 -18.97 L -98.84 -19.04 L -98.96 -19.09 L -98.97 -19.3 L -99.06 -19.38 L -99.04 -19.43 L -99.12 -19.57 L -99.26 -19.36 L -99.31 -19.36 L -99.33 -19.25 L -99.29 -19.14 L -99.34 -19.02 L -99.3 -18.95 L -99.47 -18.8 L -99.5 -18.67 L -99.66 -18.76 L -99.78 -18.62 L -99.85 -18.66 L -100.07 -18.61 L -100.27 -18.39 L -100.37 -18.46 L -100.35 -18.53 L -100.43 -18.64 L -100.45 -18.84 L -100.62 -18.87 L -100.3 -19.26 L -100.33 -19.32 L -100.15 -19.44 L -100.21 -19.57 L -100.12 -19.94 L -99.95 -20.17 L -99.89 -20.19 L -99.94 -20.25 L -99.84 -20.31 L -99.66 -20.14 L -99.55 -20.16 L -99.49 -20.06 L -99.51 -19.94 L -99.43 -19.9 L -99.39 -19.76 L -99.22 -19.9 L -99.2 -19.98 L -99.03 -20.04 L -98.94 -19.99 L -98.96 -19.81 L -98.83 -19.89 L -98.69 -19.84 L -98.6 -19.72 L -98.66 -19.59 L -98.71 -19.58 L -98.64 -19.46 Z,19.3275,-99.7416,
michoacan,Michoacán,West,M -102.17 -17.92 L -103.36 -18.27 L -103.5 -18.33 L -103.58 -18.49 L -103.71 -18.59 L -103.69 -18.63 L -103.74 -18.69 L -103.63 -18.8 L -103.61 -18.89 L -103.49 -18.97 L -103.35 -18.98 L -103.28 -19.05 L -103.15 -18.95 L -102.97 -19.07 L -102.88 -19.2 L -102.75 -19.26 L -102.66 -19.23 L -102.55 -19.39 L -102.61 -19.49 L -102.75 -19.48 L -102.74 -19.6 L -102.82 -19.79 L -102.71 -19.86 L -102.76 -19.95 L -103.04 -19.97 L -103.08 -20.1 L -102.65 -20.22 L -102.42 -20.34 L -102 -20.4 L -102.02 -20.34 L -101.95 -20.37 L -101.89 -20.2 L -101.67 -20.19 L -101.62 -20.32 L -101.46 -20.33 L -101.38 -20.27 L -101.43 -20.22 L -101.39 -20.04 L -101.21 -20.03 L -101.16 -20.1 L -101.02 -20.1 L -100.98 -20.04 L -101.04 -19.99 L -101.02 -19.95 L -100.91 -19.93 L -100.83 -19.98 L -100.77 -19.91 L -100.56 -19.95 L -100.53 -19.91 L -100.38 -19.97 L -100.39 -20.11 L -100.29 -20.21 L -100.24 -20.19 L -100.18 -19.98 L -100.12 -19.94 L -100.21 -19.57 L -100.15 -19.44 L -100.33 -19.32 L -100.3 -19.26 L -100.66 -18.81 L -100.74 -18.86 L -100.79 -18.8 L -100.75 -18.73 L -100.74 -18.52 L -100.6 -18.4 L -100.63 -18.34 L -100.69 -18.33 L -100.7 -18.44 L -100.82 -18.5 L -100.95 -18.47 L -101.02 -18.54 L -101.26 -18.54 L -101.52 -18.48 L -101.65 -18.58 L -101.8 -18.59 L -101.88 -18.52 L -101.88 -18.3 L -101.93 -18.21 L -102.16 -18.15 L -102.17 -17.92 Z,19.2458,-101.936,
morelos,Morelos,Central,M -98.65 -19.02 L -98.66 -18.89 L -98.73 -18.81 L -98.67 -18.69 L -98.75 -18.69 L -98.68 -18.43 L -98.83 -18.49 L -99.05 -18.35 L -99.15 -18.55 L -99.22 -18.55 L -99.24 -18.45 L -99.33 -18.45 L -99.51 -18.62 L -99.47 -18.8 L -99.31 -18.93 L -99.33 -19.09 L -99.29 -19.14 L -99.04 -19.06 L -98.9 -19.08 L -98.8 -18.97 L -98.72 -18.96 L -98.65 -19.02 Z,18.742,-99.0785,
nayarit,Nayarit,West,"M -106.22 -21.33 L -106.23 -21.29 L -106.28 -21.31 L -106.22 -21.33 Z|M -106.4 -21.48 L -106.36 -21.46 L -106.39 -21.42 L -106.49 -21.47 L -106.4 -21.48 Z|M -106.51 -21.6 L -106.53 -21.54 L -106.63 -21.6 L -106.66 -21.69 L -106.55 -21.67 L -106.51 -21.6 Z|M -106.66 -21.78 L -106.68 -21.73 L -106.66 -21.78 Z|M -105.29 -20.69 L -105.36 -20.76 L -105.41 -20.73 L -105.54 -20.77 L -105.23 -21.06 L -105.24 -21.34 L -105.19 -21.45 L -105.22 -21.52 L -105.45 -21.63 L -105.63 -21.96 L -105.66 -22.26 L -105.73 -22.5 L -105.68 -22.45 L -105.68 -22.54 L -105.44 -22.51 L -105.49 -22.68 L -105.58 -22.77 L -105.45 -22.9 L -105.47 -22.99 L -105.41 -23.04 L -105.18 -23.03 L -104.96 -22.93 L -104.89 -22.79 L -104.99 -22.69 L -105 -22.54 L -104.77 -22.68 L -104.66 -22.62 L -104.61 -22.48 L -104.53 -22.43 L -104.33 -22.47 L -104.31 -22.32 L -104.4 -22.09 L -104.1 -21.78 L -104.21 -21.52 L -103.94 -21.38 L -104.04 -21.22 L -104.22 -21.17 L -104.21 -20.99 L -104.29 -20.71 L -104.52 -20.91 L -104.78 -21.02 L -104.92 -20.93 L -105.09 -20.92 L -105.29 -20.69 Z",21.7934,-104.824,
nuevo-leon,Nuevo León,North-Central,M -99.81 -27.77 L -99.71 -27.67 L -99.91 -27.53 L -99.76 -27.45 L -99.68 -27.15 L -99.73 -26.93 L -99.56 -26.83 L -99.65 -26.68 L -99.56 -26.68 L -99.39 -26.6 L -99.42 -26.4 L -99.39 -26.37 L -99.33 -26.4 L -99.25 -26.29 L -99.18 -26.29 L -99.13 -26.06 L -99.04 -26.1 L -98.89 -25.97 L -98.83 -26.06 L -98.57 -26 L -98.56 -25.5 L -98.45 -25.47 L -98.45 -25.42 L -98.89 -25.09 L -98.98 -25.07 L -99.03 -25.12 L -99.15 -25.05 L -99.19 -25.01 L -99.14 -24.95 L -99.19 -24.88 L -99.16 -24.78 L -99.29 -24.83 L -99.74 -24.57 L -99.71 -24.47 L -99.61 -24.51 L -99.57 -24.36 L -99.61 -24.09 L -99.46 -23.96 L -99.45 -23.89 L -99.5 -23.89 L -99.6 -23.77 L -99.84 -23.74 L -99.95 -23.54 L -99.91 -23.38 L -100.04 -23.42 L -100.13 -23.36 L -100.05 -23.31 L -100.06 -23.24 L -100.33 -23.25 L -100.34 -23.19 L -100.45 -23.26 L -100.48 -23.79 L -100.6 -23.97 L -100.62 -24.31 L -100.83 -24.56 L -100.77 -24.78 L -100.8 -24.89 L -100.73 -24.96 L -100.84 -25.04 L -100.77 -25.15 L -100.66 -25.21 L -100.27 -25.2 L -100.2 -25.28 L -100.3 -25.34 L -100.47 -25.34 L -100.7 -25.51 L -100.57 -25.5 L -100.57 -25.54 L -100.78 -25.68 L -100.85 -25.79 L -100.85 -25.96 L -101.22 -26.37 L -100.75 -26.73 L -100.71 -26.62 L -100.61 -26.72 L -100.55 -26.89 L -100.56 -27.05 L -100.67 -27.1 L -100.75 -27.01 L -100.81 -27.2 L -100.63 -27.33 L -100.46 -27.35 L -100.36 -27.67 L -100.18 -27.79 L -99.98 -27.64 L -99.81 -27.77 Z,25.6178,-99.8307,
oaxaca,Oaxaca,Southeast,M -94.11 -16.06 L -94.39 -16.18 L -94.72 -16.2 L -94.58 -16.33 L -94.67 -16.36 L -94.79 -16.26 L -94.77 -16.33 L -94.88 -16.42 L -95.06 -16.27 L -94.83 -16.29 L -94.93 -16.24 L -94.77 -16.2 L -95.15 -16.19 L -95.35 -16.08 L -95.43 -15.98 L -95.96 -15.83 L -96.24 -15.68 L -96.56 -15.66 L -96.85 -15.73 L -97.27 -15.94 L -97.77 -15.98 L -98.15 -16.19 L -98.07 -16.2 L -98.55 -16.31 L -98.34 -16.41 L -98.35 -16.55 L -98.23 -16.58 L -98.24 -16.7 L -98.08 -16.77 L -98 -17.02 L -98.15 -17.22 L -98.23 -17.22 L -98.32 -17.32 L -98.39 -17.64 L -98.35 -17.89 L -98.24 -17.91 L -98.15 -18.03 L -97.93 -18.04 L -97.87 -17.92 L -97.8 -17.94 L -97.73 -18.01 L -97.81 -18.15 L -97.72 -18.3 L -97.61 -18.36 L -97.64 -18.17 L -97.48 -17.99 L -97.43 -17.99 L -97.36 -18.11 L -97.25 -18.17 L -96.99 -18.12 L -96.79 -18.28 L -96.64 -18.5 L -96.66 -18.67 L -96.41 -18.54 L -96.36 -18.39 L -96.16 -18.15 L -95.97 -18.17 L -95.84 -18.12 L -95.78 -18 L -95.91 -17.76 L -95.78 -17.52 L -95.6 -17.52 L -95.21 -17.73 L -95.25 -17.58 L -95 -17.36 L -94.94 -17.22 L -93.87 -17.15 L -93.91 -16.88 L -94.04 -16.8 L -94.04 -16.64 L -94.13 -16.51 L -94.04 -16.3 L -94.06 -16.19 L -94.08 -16.15 L -94.13 -16.22 L -94.27 -16.22 L -94.38 -16.3 L -94.44 -16.25 L -94.35 -16.16 L -94.09 -16.1 L -94.11 -16.06 Z,16.94,-96.2087,
puebla,Puebla,Central,M -98.65 -19.02 L -98.64 -19.46 L -98.47 -19.44 L -98.34 -19.23 L -98.19 -19.11 L -98.05 -19.21 L -97.88 -19.17 L -97.85 -19.21 L -97.88 -19.27 L -97.83 -19.31 L -97.67 -19.28 L -97.62 -19.32 L -97.62 -19.36 L -97.76 -19.45 L -97.84 -19.44 L -97.88 -19.5 L -97.84 -19.54 L -98.03 -19.64 L -98.04 -19.72 L -98.14 -19.67 L -98.25 -19.85 L -98.1 -20.09 L -98.14 -20.21 L -98.27 -20.22 L -98.25 -20.3 L -98.16 -20.33 L -97.97 -20.52 L -97.97 -20.68 L -97.89 -20.82 L -97.78 -20.81 L -97.72 -20.61 L -97.59 -20.58 L -97.56 -20.5 L -97.62 -20.42 L -97.69 -20.47 L -97.78 -20.43 L -97.77 -20.27 L -97.68 -20.18 L -97.61 -20.19 L -97.58 -20.12 L -97.4 -20.26 L -97.14 -20.12 L -97.31 -19.9 L -97.31 -19.75 L -97.39 -19.58 L -97.32 -19.48 L -97.41 -19.45 L -97.21 -19.33 L -96.98 -19.28 L -97.11 -19.18 L -97.26 -19.16 L -97.23 -18.89 L -97.33 -18.81 L -97.33 -18.72 L -97.29 -18.66 L -97.14 -18.65 L -97.1 -18.49 L -96.8 -18.55 L -96.73 -18.39 L -96.79 -18.28 L -96.99 -18.12 L -97.26 -18.17 L -97.45 -17.98 L -97.64 -18.17 L -97.61 -18.36 L -97.72 -18.3 L -97.81 -18.15 L -97.73 -18 L -97.86 -17.92 L -97.93 -18.04 L -98.16 -18.02 L -98.24 -17.91 L -98.35 -17.89 L -98.43 -17.96 L -98.71 -17.99 L -99.03 -18.24 L -99.05 -18.35 L -98.83 -18.49 L -98.68 -18.43 L -98.75 -18.69 L -98.67 -18.69 L -98.73 -18.81 L -98.66 -18.89 L -98.65 -19.02 Z,18.549,-97.8889,
queretaro,Querétaro,Central,M -99.04 -21.27 L -99.04 -21.18 L -99.23 -21.12 L -99.3 -21.15 L -99.38 -21.1 L -99.35 -21.03 L -99.4 -20.91 L -99.49 -20.83 L -99.52 -20.74 L -99.49 -20.66 L -99.82 -20.51 L -99.84 -20.31 L -99.94 -20.25 L -99.89 -20.19 L -99.95 -20.17 L -100.12 -19.94 L -100.17 -19.96 L -100.2 -20.14 L -100.47 -20.4 L -100.56 -20.66 L -100.57 -20.74 L -100.46 -20.97 L -100.38 -20.9 L -100.23 -20.93 L -100.16 -20.88 L -100.09 -20.95 L -100.04 -21.18 L -99.83 -21.16 L -99.71 -21.23 L -99.79 -21.29 L -99.75 -21.5 L -99.58 -21.39 L -99.48 -21.41 L -99.38 -21.44 L -99.2 -21.65 L -99.1 -21.38 L -99.11 -21.29 L -99.04 -21.27 Z,20.7392,-99.9663,
quintana-roo,Quintana Roo,Southeast,"M -88.39 -18.48 L -88.53 -18.45 L -88.62 -18.24 L -88.87 -17.89 L -89.05 -18 L -89.15 -17.95 L -89.15 -18.03 L -89.04 -18.2 L -89.04 -18.49 L -89.11 -18.69 L -89.01 -19.22 L -89.13 -19.41 L -89.42 -19.65 L -89.37 -19.82 L -88.93 -19.94 L -88.84 -20.01 L -88.79 -19.98 L -88.71 -20.08 L -88.45 -20.18 L -88.35 -20.32 L -88.26 -20.26 L -88.27 -20.34 L -88.19 -20.45 L -87.99 -20.44 L -87.67 -20.65 L -87.53 -20.96 L -87.59 -21.11 L -87.53 -21.3 L -87.54 -21.5 L -87.24 -21.44 L -87.16 -21.48 L -87.14 -21.56 L -87.34 -21.55 L -87.4 -21.51 L -87.37 -21.57 L -87.04 -21.6 L -86.92 -21.44 L -86.83 -21.43 L -86.82 -21.2 L -86.74 -21.16 L -86.88 -20.86 L -87.23 -20.49 L -87.43 -20.22 L -87.47 -20.07 L -87.43 -19.89 L -87.48 -19.78 L -87.44 -19.91 L -87.49 -19.96 L -87.45 -19.89 L -87.58 -19.8 L -87.67 -19.63 L -87.66 -19.68 L -87.74 -19.67 L -87.73 -19.6 L -87.66 -19.57 L -87.67 -19.51 L -87.56 -19.57 L -87.44 -19.55 L -87.43 -19.59 L -87.53 -19.59 L -87.45 -19.58 L -87.44 -19.64 L -87.41 -19.58 L -87.46 -19.46 L -87.62 -19.41 L -87.68 -19.31 L -87.69 -19.24 L -87.65 -19.22 L -87.57 -19.32 L -87.46 -19.31 L -87.53 -19.23 L -87.66 -18.77 L -87.74 -18.64 L -87.84 -18.2 L -87.94 -18.44 L -88.08 -18.5 L -88 -18.69 L -88.04 -18.87 L -88.13 -18.73 L -88.13 -18.77 L -88.25 -18.7 L -88.19 -18.74 L -88.19 -18.68 L -88.15 -18.7 L -88.28 -18.49 L -88.39 -18.48 Z|M -87.33 -18.53 L -87.38 -18.4 L -87.33 -18.53 Z|M -87.27 -18.74 L -87.26 -18.63 L -87.27 -18.74 Z|M -86.75 -20.59 L -87 -20.26 L -87.02 -20.4 L -86.97 -20.51 L -86.91 -20.57 L -86.84 -20.55 L -86.75 -20.59 Z|M -86.7 -21.2 L -86.74 -21.29 L -86.7 -21.2 Z",19.3861,-88.344,
san-luis-potosi,San Luis Potosí,North-Central,M -100.83 -24.56 L -100.62 -24.31 L -100.6 -23.97 L -100.48 -23.79 L -100.44 -23.23 L -100.34 -23.19 L -100.33 -23.25 L -100.06 -23.24 L -100.09 -23.12 L -100.01 -23.17 L -99.91 -22.98 L -100.04 -22.88 L -100 -22.78 L -99.54 -22.62 L -99.55 -22.73 L -99.43 -22.64 L -99.38 -22.68 L -99.23 -22.45 L -98.83 -22.36 L -98.66 -22.44 L -98.36 -22.25 L -98.45 -21.98 L -98.59 -21.98 L -98.53 -21.96 L -98.56 -21.88 L -98.46 -21.8 L -98.62 -21.68 L -98.64 -21.61 L -98.52 -21.5 L -98.52 -21.4 L -98.59 -21.37 L -98.59 -21.21 L -98.81 -21.17 L -98.91 -21.22 L -98.94 -21.29 L -99.11 -21.29 L -99.1 -21.38 L -99.2 -21.65 L -99.38 -21.43 L -99.57 -21.39 L -99.72 -21.51 L -99.79 -21.42 L -99.96 -21.46 L -100.08 -21.55 L -100.4 -21.68 L -100.46 -21.64 L -100.5 -21.51 L -100.63 -21.49 L -100.96 -21.75 L -101.24 -21.76 L -101.33 -21.87 L -101.45 -21.82 L -101.52 -21.84 L -101.33 -22.09 L -101.38 -22.38 L -101.3 -22.46 L -101.35 -22.59 L -101.55 -22.6 L -101.63 -22.5 L -101.81 -22.46 L -101.95 -22.65 L -102.15 -22.8 L -102.25 -22.98 L -102.23 -23.1 L -102.3 -23.25 L -102.23 -23.28 L -102.19 -23.4 L -102.14 -23.41 L -102.11 -23.35 L -102.03 -23.38 L -101.83 -23.58 L -101.23 -24 L -100.83 -24.56 Z,22.4465,-100.324,
sinaloa,Sinaloa,Northwest,"M -108.83 -25.43 L -108.8 -25.37 L -109.01 -25.45 L -108.83 -25.43 Z|M -105.72 -22.51 L -106 -22.82 L -105.98 -22.86 L -106.03 -22.83 L -106.22 -23.05 L -106.37 -23.18 L -106.43 -23.19 L -106.52 -23.41 L -106.79 -23.63 L -106.9 -23.85 L -107.04 -23.98 L -107.79 -24.49 L -107.5 -24.34 L -107.55 -24.38 L -107.5 -24.36 L -107.48 -24.4 L -107.53 -24.52 L -107.59 -24.52 L -107.56 -24.5 L -107.62 -24.46 L -107.82 -24.6 L -107.94 -24.64 L -107.83 -24.54 L -108 -24.65 L -108.06 -24.79 L -107.98 -24.76 L -108.01 -24.84 L -107.99 -24.95 L -108.05 -25 L -108.04 -24.84 L -108.09 -24.82 L -108.33 -25.11 L -108.27 -25.1 L -108.18 -24.98 L -108.13 -24.98 L -108.14 -25.06 L -108.01 -25 L -108 -25.03 L -108.22 -25.17 L -108.35 -25.17 L -108.32 -25.23 L -108.36 -25.27 L -108.4 -25.15 L -108.44 -25.26 L -108.73 -25.36 L -108.59 -25.35 L -108.69 -25.4 L -108.77 -25.38 L -108.73 -25.41 L -108.78 -25.43 L -108.77 -25.54 L -108.9 -25.56 L -108.88 -25.5 L -108.93 -25.47 L -108.95 -25.5 L -109.03 -25.47 L -109.12 -25.54 L -109.06 -25.58 L -108.98 -25.54 L -108.84 -25.8 L -108.9 -25.7 L -109.06 -25.59 L -109.13 -25.58 L -109.25 -25.69 L -109.16 -25.56 L -109.23 -25.63 L -109.41 -25.65 L -109.3 -25.66 L -109.29 -25.71 L -109.38 -25.76 L -109.4 -25.68 L -109.44 -25.79 L -109.43 -26.02 L -109.29 -26.24 L -109.28 -26.16 L -109.16 -26.31 L -109.18 -26.26 L -109.1 -26.21 L -109.13 -26.35 L -108.51 -26.8 L -108.47 -26.98 L -108.37 -27.08 L -108.02 -26.92 L -108 -26.81 L -107.84 -26.6 L -107.78 -26.2 L -107.36 -26.11 L -107.25 -25.86 L -106.94 -25.64 L -107.08 -25.47 L -107.12 -25.14 L -107.04 -24.92 L -106.93 -24.8 L -106.76 -24.7 L -106.6 -24.37 L -106.48 -24.29 L -106.39 -24.3 L -106.27 -24.39 L -106.18 -24.39 L -106.04 -24.26 L -105.95 -24.07 L -105.86 -24.06 L -105.92 -23.9 L -105.84 -23.58 L -105.77 -23.55 L -105.69 -23.3 L -105.62 -23.23 L -105.52 -23.15 L -105.39 -23.15 L -105.39 -23.03 L -105.47 -22.99 L -105.44 -22.91 L -105.58 -22.77 L -105.49 -22.68 L -105.44 -22.51 L -105.68 -22.54 L -105.68 -22.45 L -105.72 -22.51 Z",25.6041,-108.001,
