id,name,region,latitude,longitude,name_alternates,wikipedia,prominence_rank
a69-bunara,Bunara,Western Desert (WA),-20.709303855673,129.04645622792,Ngardi|Ngardilj|Ngarti|Waringari|Boonarra|Ngadi|Ngari|Ngati|Panara|Boonara|Waiangara|Kolo|Waiangari|Wain gara|Waiangadi|Warangari|Kukuruba|Woneiga|Wanayaga|Puruwantung|Buruwatung|Manggai|Munga|Walmala|Wommana,Ngardi language,142
n60-dalabon,Dalabon,Top End & Arnhem (NT),-13.316255495519,134.02930903644,Ngalkbun|Dangbon|Dalabon ?Gundangbon|Dangbon/Dalabon|Gundalabon|Dangbun|Ngalkbon|Ngalgbon|Ngalgbun|Ngalkbon consist of the word for “mouth? in the relevant language plus an element bon|Buan|Bu:wan|Boun|Naboo,Dalabon language,143
n192-dhangu,Dhangu,Top End & Arnhem (NT),-12.426984404463,136.60732559292,Dangu|Yirgala,Dhangu-Djangu language,144
n94-1-djinang,Djinang,Top End & Arnhem (NT),-12.33789405962,134.86349777477,Djinang dialects|Yolngu|Ritharngu|Daii|Diakui|Djinba|Jandjinung|Yandijinang|Yandjinung|Jinang|Jandji:nangc|Jandjinang|Yandjinning|Yandjinang|Djinnang|Djinhang|Milingimbi|Millingimbi|Wulllakki|Wulaki|Ullaki|Wulagi|Balmbi|Balmawi|Barlmawi|Manjarngi|Manyarrngi|Mun narngo|Manarrngu,Djinang language,145
n97-djinba,Djinba,Top End & Arnhem (NT),-12.761852777698,135.00458122839,Yolngu|Ritharngu|Daii|Diakui|Djinang|Jinba|Djimba|Outjanbah|Gunalbingu|Ganalbwingu|Kurkamarnapia,Djinba language,146
g31-gkuthaarn,Gkuthaarn,Gulf Country,-17.368816565828,141.11506220632,Kuthant|Karaldi|Gudanda|Gudhanda|Gudhand|Guandhar|Kareldi|Karundi|Karunti|Kurandi|Ka rantee|Karrandi|Karrandee|Gar und yih|Karun|Gooran|Kotanda|Kutanda|Goothanto,Gkuthaarn language,147
e32-gooreng-gooreng,Gooreng Gooreng,SE Queensland,-24.904800693499,151.79031501814,Gureng Gureng|Goeng|Koreng Goreng|Taribulung|Tulua|Corine|Curang Curang|Curang gurang|Goonine|Goorang Goorang|Gurang|Gurang Gurang|Kooranga|Koreng|Koreng Koreng|Korrengkorreng|Korrlup|Kuriny|Kurranga|Maroonee|Meeroni|Meerooni|Warangu|Yamma|YungkonoCaracterrup|Goreng Goreng|Gooranggorang|Gureng gureng Curang gurang,Taribelang language,148
e29-gubbi-gubbi,Gubbi Gubbi,SE Queensland,-26.005603296372,152.66753734609,Gabi Gabi|Dippil|Dallambara|Dowarbara|Dulingbara|Kabi Kabi|Nalbo|Undanbi|Cabbee|Cabee|Carby|Carby carbery|Dhapil|Dhipil|Dipple|Doon dooburra|Doondoora|Dowarburra|Dundu:ra|Dundubara|Gabi|Kabbi|Kabi|Kahby|Karabi|Karbi|Maiba,Gubbi Gubbi language,149
c20-gurindji,Gurindji,Central Desert,-17.462112816687,129.80759844339,Kuurrinjtji|Gurinji|Kartangarurru|Korindji|Kurintji|Malngin|Tjial|Wandjira|Coorinji|Corringi|Garundji|Goarango|Guirindji|Gurindzi|Gurrinji|Guurindji|Koorangie|Kooringee|Kwarandji|Kwaranjee|We arr ung,Gurindji language,150
k8-jabirr-jabirr,Jabirr Jabirr,Kimberley (WA),-17.23238856867,122.52741287823,Djabirr Djabirr|Dyaberdyaber|Djaba Djaba|Djaberadjabera|Djaberdjaber|Djaberadjaber|Djabirdjabir|Tjabartjabara|Tjabirtjabira|Tjabiratjabir,Jabirr Jabirr language,151
n33-kamu,Kamu,Top End & Arnhem (NT),-13.612558220435,130.77845772138,Malak Malak|Gamu/Kamor|Gamu|Junggor|Kamor|Madngela|Matngela|Mulluk Mulluk|Ngulul Wanggar|Wooliana|Yunggor|Gamor|Gamy|Kamorrkir|Komorrkir|Murra Kamangee|Ngangigmor,Kamu language,152
a64-karajarri,Karajarri,Western Desert (WA),-18.817369678434,122.32262142986,Karatjarri|Karadjeri|Garadjari|Karadjari|Garadare|Garadjara|Garadjeri|Garadyari|Garadyaria|Gardare|Karadhari|Karrajarra|Murgud|Nawurtu|Ngangu|Karatyarri|Kularupulu|Laradjeri|Minala|Nadja|Nadjanadja|Nangu|Naudu|Naurdu|Nawudu|Nawurungainj|Ngawadu,Garadjari language,153
c3-kokatha,Kokatha,Central Desert,-29.659445361412,133.41535731142,Kukatha|Kukarta|Kokata|Gugada|Cocotah|Cookutta|Geebera|Gogada|Gogoda|Gugadja|Kakarrura|Keibara|Kikataja|Kokatja|Kokit ta|Koocatho|Koogatho|Koogathoo|Koogurda|Kookata|Kookatha|Kotit ta|Ku:gurda wongga|Kugurda|Kukada|Kukata|Madutara|Maduwonga|Nganitjiddia|Nganitjidi|Nganitjini|Wanggamadu|Yallingarra|Kukatja|Matuntara|Kukataja|Yallingarra for Kokata|Aluna|Madun tara|Maiuladjara|Maiulatara for Matuntara,Kokatha dialect,154
y59-kugu-nganhcara,Kugu Nganhcara,Cape York & Torres Strait,-14.489781028133,141.7921889157,Kugu/Wik Nganhcara|Wikngenchera|Wik Ngandjara|Ngandjara|Wik|Wiknantjara|Wikatinda|Wik Ompom|Wikampama|Wik Kalkan|Wik Ngathara|Wik Epa|Wik Meanha|Wikmean|Wiknatanja|Mimungkum|Wik Mungkana|Nantjara|Ngantjeri|Wik Natjerra|Wik Ngencherra|Wik Nganhcara|Wik Ngantjera|Wiknantyara|Kugu Nganychara,Kugu Nganhcara language,155
g28-kukatj,Kukatj,Gulf Country,-18.132101457043,140.36511545041,Gugadj|Kalibamu|Marago|Gudadj|Gudadji|Gugady|Gugatj|Kokatj|Kukatji|Gugadji|Kukatja|Kukatyi|Konggada,Kukatj language,156
y84-kuku-thaypan,Kuku Thaypan,Cape York & Torres Strait,-14.660317992231,143.91433886368,Thaypan|AghuLaia|AkuLaia|Ambaram|Angandjan|Arlga|Awurangung|BarimanCutinma|Bariman Cudhinma|Barimangudinma|Barinangndinma|Barinman Guthinma|Cocobathan|Coo coo warra|Daiban|Gugu Dhayban|Jadeneni|Jeteneru|Jetieneru|Koko Laia|Kokowara|Koogabatha|Kookoobathy|Kuku Taipan|Laia|Ompindamo|Owynggan|Parimankutinma|Parinman Gutinma|Purangunuma|Taipan|Taypan|Wurangung|Yadaneru|Yananeru|Dhayban|Wu Laya|Laya|Awu Alaya|Awu-Laya|Gugu Thaypan,Gugu Thaypan language,157
w36-kurrama,Kurrama,SW WA / Pilbara,-22.345409300705,117.12525608201,Gurama|Janari|Jardira|Kerama|Korima|Gurrama|Jawunmara|Karama|Karima|Korama|Kurama|Yarnarri|Yinyjiwarnti Kurrama|Mijarranypa|Marntartka|Ngamangamara,Kurrama language,158
g38-lardil,Lardil,Gulf Country,-16.56431398137,139.45889134492,Lardiil|Layardilda|Damin|Demin|Gunana|Jungarl|Kare wa|Kunana|La:dil|Laierdila|Lardi:i|Lardill|Leedil|Nemarang,Lardil language,159
n163-magati-ke,Magati Ke,Top End & Arnhem (NT),-14.087643628892,129.71529902566,Magatige|Marti Ke|Marrithiyel|Matige|Brinken|Marri Ammu|Marridan|Marrisjefin|Magadige|Marri ge|Murrinh ge|Murrinh Ke|Muringair|Maritige|Muringata|Muringa|Muringe|Berinken|Berinkin|Berringin|Brinkan,Marti Ke language,160
w18-malgana,Malgana,SW WA / Pilbara,-26.366889692615,114.38349712828,Malkana|Buluguda|Daguda|Damala|Tamala|Madjana|Majanna|Maldjana|Malyana|Marlgana,Malgana language,161
n78-mangarrayi,Mangarrayi,Top End & Arnhem (NT),-14.891246591934,133.61915448548,Ngarrabadji|Mangarayi|Mungarai|Mangarai|Mangarei|Mangerei|Manggarai|Mungerry|Walooka|Mungari,Mangarrayi language,162
n16-maramanindji,Maramanindji,Top End & Arnhem (NT),-13.970566788139,130.41820390983,Marramaninyshi|Marramanindjdji|Marimanindji|Marramaninjsji|Akaja|Arkiya Dilik|Lee wakya|Mangikurungu|Maramanandji|Marimanindu|Maritjamiri|Murinmanindji|Murintjameri|Tjameri|Ukkia|Waagai|Waagi|Wagai|Wagaiau|Wagaja|Waggaia|Waggaja|Wakaja|Wakaya|Wakkaja|Warkaia|Warkya|Wogaia|Woorkia|Worgai|Worgaia|Workaia|Workia|Workii|Marekaganda|Dilik,Marimanindji language,163
n161-marri-tjevin,Marri Tjevin,Top End & Arnhem (NT),-13.892795770497,129.84905309975,Maridjabin|Marrisjefin|Marrijebin|Marisyabin|Marrityabin|Marri Jabin|Murindzabin|Murindjabin|Maretyabin|Murintja bin|Murintjaran,Marri Tjevin,164
n9-marridan,Marridan,Top End & Arnhem (NT),-13.9993372625,130.17682357301,Maridan|Marrithiyel|Brinken|Marri Ammu|Marrisjefin|Matige|Murindan|Nordanimin|Maredan,,165
y55-morrobolam,Morrobolam,Cape York & Torres Strait,-14.251907119434,143.5349595981,Morroba Lama|Umbuygamu|Kuuku yani|Barunguan|Yindyingga|Ajarumbal|Aradal|Bungkol|Burlngulu|Juwinbadha|Barungguan|Umpuykumu|Umbuykamu|Baka|Banjigam|Jintjingga|Yintjingga|Njindingga|Umbuigamu|Umbindhamu|Ganganda,Morrobolam language,166
a101-naaguja,Naaguja,Western Desert (WA),-28.135541101863,114.76447121893,Nowkadja|Nhanda,Nhanda language,167
l1-narungga,Narungga,Lake Eyre / Central SA,-34.481869129775,137.5910412494,Narangka|Narangga|Adjabdurah|Adjadura|Adjahdurah|Adjahdural|Moor in nunjie|Murinandji|Nanunga|Naranga|Narrang gu|Narrang u|Narranga|Narrangga|Narunga|Narrunga|Turra,Narungga language,168
n77-ngalakgan,Ngalakgan,Top End & Arnhem (NT),-14.283992459345,134.27075294971,Ngalakan|Hongalla/Hongalla|Nala nalagen|Nalagen|Nalakan|Ngalagan|Ngalagkan|Ngalarkan|Ngulkpun|Nullakum|Nullakun|Nullikan|Nullikin|Ngalbon|Hongalla|Nallakum,Ngalakgan language,169
n90-ngandi,Ngandi,Top End & Arnhem (NT),-14.008594882317,134.90638889763,Ngundi|Nagandi|Nagandji|Nanda|Nandi|Ngalbon|Ngalgbun,Ngandi language,170
k18-ngarinyin,Ngarinyin,Kimberley (WA),-16.003849061029,126.00543286652,Ungarinjin|Guwij|Munumburru|Ngarinjin|Ngarnawu|Wilawila|Wolyamidi|Andedja|Andidja|Angarinjin|Arawari|Arkarinjindja|Arkarrinyinjia|Gular|Ingarinjindja|Kandjalngari|Marangana|Molyamidi|Narrinyina|Narrinyind|Narrinyindi|Ngaring ngyan|Ngerringun|Njingarinjanja|Ogarinyan|Oladjau|Ungarinin|Ungarinjen|Ungarinyin|Unggarinjin|Unjarinjin|Unnarinjin|Walmidi|Wangarinjinu|Warnarinjin|WolJamidi|Wulanggu|Unarinjin,Ngarinyin language,171
d22-ngiyampaa-ngempa,Ngiyampaa / Ngempa,Darling (W NSW/SW Qld),-31.270264244145,146.70455496219,Ngiyambaa|Ngiyampaa|Wangaaybuwan Ngiyambaa|Wailwan|Wongaibon|Waljwan|Weilwan|Ngemba|Wangaaypuwan|Gaiamba|Narran|Negunbah|Ngaiamba|Ngamba|Ngambar|Ngeumba|Ngeunbah|Ngiamba|Ngiemba|Ngiumba|Ngiyamba|Ngjamba|Ngjemba|Ngumbarr|Njemba|Noongaburrah|Nyamba|Ugumba|Ngempa,Ngiyampaa language,172
w14-nhanda-nanda,Nhanda / Nanda,SW WA / Pilbara,-26.724586274598,113.9743977381,Nhanta|Yinggarda|Eaw|Watjanti|An gaur die|Bulgulu|Buluguda|Daguda|Eau|Jau|Nandatharia|Nanta|Ngoogooja|Nunnagundee|Tamala|Watchandi|Watchandie|Watjandi|Yau|Yaw|Amangu|Wilunya|Nhanda|Nanda,Nhanda language,173
a58-nyamal,Nyamal,Western Desert (WA),-21.220189379259,120.02940899496,Pundju|Widagari|Witukari|Gnamo|Ibarga|Ibargo|Ibarrga|Namal|Namarl|Namel|Njalmal|Njamal|Njamarl|Njamat|Nyamarl|Nyamel|Pundju Njamal|Pundu Namal|Tjingkai Njamal|Wanbarda|Weedokarry|Weedookary|Widagaree|Wirdakarri,Nyamal language,174
k3-nyikina,Nyikina,Kimberley (WA),-18.259398938966,124.06084128792,Njigina|Nyigina|Dja:ba|Negena|Nigena|Njigana|Njigena|Njikena|Njikini|Nyegena|Nygina|Nyi gini|Tjaba|Wanji|Yeeda|Niggene,Nyigina language,175
l11-pirlatapa,Pirlatapa,Lake Eyre / Central SA,-29.839384635069,140.10042482577,Pilardapa|Biladapa|Pilatapa|Berluppa|Biladepa|Biladhaba|Billidapa|Jarikuna|Pidlatapa|Piladapa|Pilladapa|Pillatapa|Pilliapp|Pillitapa|Pulladapa|Yarrikuna|Biladaba|Bilatappa|Billatapa,Pirlatapa language,176
n73-rembarrnga,Rembarrnga,Top End & Arnhem (NT),-13.231028553937,134.45410813993,Rembarunga|Rembarnga|Rainbarngo|Rambarrnga|Ranjbarngo|Ranjbarngu|Reinbaranga|Rembaranga|Rembarn nga|Rembarrna|Rembarrngu|Rembranga|Rainbarno|Remberanga|Rambarrna|Maia:li|Maieli|Majali|Maielli,Rembarrnga language,177
n104-ritharr-u,Ritharrŋu,Top End & Arnhem (NT),-12.976187508954,135.39676575215,Ritharngu|Yakuy|Ritarungo|Yolngu|Daii|Diakui|Djinang|Djinba|Diagoi|Dijogoi|Diyaguyi|Ridarngo|Ridarngu|Ridarrngu|Ridharrngu|Ritaringo|Ritarngo|Ritarngu|Ritarnu|Rittarungo|Rittarungor|Rudarungo|Ritarrngu|Ridarno|Dhiyakuy|Djikai|Jikai|Tchikai|Dijogoi Ritarungo|Ritharingau|Buranad jini,Ritharrngu language,178
y50-umpithamu,Umpithamu,Cape York & Torres Strait,-14.035568345802,143.4488542875,Umbindhamu|Jeteneru|Ompindamo|Arummarbin|Dyrlwai|Janggulmbal|Janggurunggu|Yintjinggu|Barungguan|Umpinthamu|Barunguan|Baka|Banjigam|Jintjingga|Yintjingga|Njindingga|Umbuigamu|Ganganda,Umpithamu language,179
l27-wangkangurru,Wangkangurru,Lake Eyre / Central SA,-25.886268570244,137.18175850191,Arabana/Wangkangurru|Wangganguru|Wanggangurru|Wongkangurru|Gongaru|Kanguru|Ongkongura|Ongkonguru|Partama|Unganoora|Wanganguru|Wangganguri|Wangkanguru|Wingkungira|Wonganguru|Wongganguru|Wonggongaru|Wongkaguru|Wongkanguru|Wongkaooroo|Wongkongaru|Wongonooroo|Wonkagnurra|Wonkanguru|Wonkanooroo|Wonkaoora|Wonkaooroo|Wonkgongaru|Wonkongaru|Wonkongnuru|Wonkonguru|Wychinga,Wangkangurru dialect,180
n120-warndarrang,Warndarrang,Top End & Arnhem (NT),-15.042941824801,135.34506155056,Wuyarrawala|Wandarang|Mara|Warndarang|Andarang|Wandaran|Wandarrang|Wandarung|Wanderang|Wangarong,Warndarrang language,181
c18-warumungu,Warumungu,Central Desert,-19.602712664845,134.50518184842,Waramanga|Waramungu|Airamanga|Leenaranunga|Uriminga|Waramunga|Warimunga|Warramonga|Warramunga|Warrumunga|Wurmega|Warramanga|Warumunga|Warrmunga,Warumungu language,182
y49-wik-elken,Wik Elken,Cape York & Torres Strait,-13.717382138225,141.59952021128,wikalkan|Wik|Wik Kalkan|Wikatinda|Wik Ompom|Wikampama|Wik Ngathara|Wik Epa|Wik Meanha|Wikmean|Wiknatanja|Mimungkum|Wik Mungkana|Wiknantjara|Galban|Algan|Wik Alkanha|Wik ngatara|Wik kalkin|Wik natara|Ngadara|Wik-Ngatharr,Wik-Ngatharr dialect,183
y54-wik-ngathan,Wik Ngathan,Cape York & Torres Strait,-14.06433130698,141.64786886677,Wik linjtjenj|Ngaduna|Wik ngatona|Wik Iinychanya,Wik-Ngathan language,184
s36-woiwurrung,Woiwurrung,SE Australia,-37.742203254355,145.29321753758,Wuy wurrung|Woiworung|Wurundjeri|Coolies|Coraloon|Djadjuwuru|Gungung willam|Gunungwillam|Kukuruk|Kurunjang|Mort Noular|Ngarukwillam|Nuthergalla|Oorongie|Oorongir|Urunjeri|Waarengbadawa|Wainworra|Wairwaioo|Warerong|Warorong|Warwaroo|Wavoorong|Wawoo rong|Wawurong|Wawurrong|Wciwurru|Woeewoorong|Woeewoorung|Woeworung|Woiwurong|Woiwurra|Woiwurrong|Woiwurru|Woiwuru|Woiwurung|Wooeewoorong|Wowerong|Wurrundyirra baluk|Wurrunjeri|Wurunjeri|Wurunjerri|Wurunjerri baluk|Yarra Yarra|Dutigalla|Dutagall|Worworong|Wave ver rong|Waverong|Waverang|Waworong|Wavorong|Wavarong|Wavererong|Wawarong|Waoorong|Melbourne dialect|Douta Galla|Wooworong|Warworong|Wowoorong|Waworung|Woovoorong|Wayoerong|Woeworong|Wawaurrong|Port Phillip blacks|Woeywurong|Woe wurung|Woey wurung|Wawroonong|Woeworun|Kukeruk|Warweroo|Woewurong|Wauerong|Woororong|Woe wu rrong|Waewarung|Yarra Yarra Coolies|Yarra,Woiwurrung language,185
e89-wulli-wulli,Wulli Wulli,SE Queensland,-25.303334466772,150.63558459481,Wuli Wuli|Wulili|Wilili|Wililililee|Willillee,Wulli Wulli dialect,186
g8-yalarnnga,Yalarnnga,Gulf Country,-21.82184420257,139.71327081736,Yalarrnga|Jalanga|Jalannga|Wonganja|Yalannga|Yelina|Yellanga|Yellunga|Yallunga|Jalarnnga,Yalarnnga language,187
e10-yaygirr,Yaygirr,SE Queensland,-29.686722970453,153.18784362556,Kumbainggar|Gumbainggir|Jiegera/Yaygir|Baanbay|Banbai|Gamlamang|Jiegera|Kumbainggiri|Yaygir|Yuungay|Jeigir|Ji:gara|Jireigir|Jungai|Yaegl|Yegera|Yegir|Yiegera|Youngai,Yaygir language,188
y72-yir-yoront,Yir Yoront,Cape York & Torres Strait,-15.125737544726,141.712047029,Yirr Yorront|Yirr Thutjim|Cape York Peninsula Languages|Jir Joront|Dangedl|Dhanuun|Djudjan|Dudjym|Gorminag|Gwandera|JirJorond|Jir djudjam|Jir Jirond|Jirmel|Koka mungin|Koko manjoen|KokoMandjoen|Kokomindjan|Kokomindjen|KokoMindjin|Kokominjan|KokoMinjen|Mandjoen|Mel Jir|Millera|Mindjana|Mindjen|Mindjin|Mundjun|Mynduno|NgambaWandh|YirThangedl|Yir yiront|Yir Yorond|Yirmel|Yirtangettle|Yirtutiym|Kuuk Thawvnhon|Koko Minychéna|YirrqYorront|Yirrq Thuch|Kok Minychéna,Yir-Yoront language,189
e17-yugambeh,Yugambeh,SE Queensland,-28.09452768919,152.98125597436,Yugumbir|Yugambal|Chepara|Chipara|Cudgingberry|Gando Minjang|Gandowal|Gendo|Gindobal|Goodjingburra|Jugambal|Jugambeir|Jugumbir|Jukam|Jukamba|Jukambe|Manaldja:li|Minjambuta|Minjangbal|Minjungbal|Minyambuta|Minyowa|Minyung|Mogul lumbitch|Ngandowul|Tjapera|Tjipara|Yögum|Yoocum|Yoocumbah|Yugambir|Yuggum|Yugimbir|Yukambe|Yukum|Yukumbir|Yugumbal|Yugumbee|Gurgun Mibinyah,Yugambeh language,190
g34-yukulta-ganggalidda,Yukulta / Ganggalidda,Gulf Country,-17.341231808393,138.7513171226,Lardil|Yakula|Jugul|Jugulda|Jogula|Jokala|Jokul|Jokal|Iukala|Yukula|Yookala|Eugoola|Jungulda|Kanggaleida|Yangarella|Engarilla|Yukulta|Ganggalidda,Yukulta language,191
y20-anguthimri,Anguthimri,Cape York & Torres Strait,-12.377732483631,141.83609416592,Adumakwithi|Baatjana|Bakwithi|Bwinitanikwithi|Jupangati|Lwipanadjini|Wimaranga|Anggadimi|Angudimi|Angutimi|Gautundi|Mbadjana|Mbahjana|Mbakudi|Mbugudi|Mpakwithi|Rakudi|Yupngayth|Awngthim|Yuupngati|Yupangati|Yupungati|Yupnget|Yupun gatti|Yopngadi|Nggerikudi|Nggirikudi|Ngerikudi|Nigger ikudi|Angadimi|Batjana|Mbatyana|Ba:tyana|Wimarangga|Wimarango|Wimmarango,Anguthimri language,192
c8-1-anmatyerr,Anmatyerr,Central Desert,-22.254652760404,133.2622529012,Anmatjirra|Anmatyerre|Anmatjera|Unmatjera|Imatjera|Urmitchee|Anmadjara|Anmatjere|Anmajirra|Nmatjera|Anmatjara|Janmadjara|Janmadjari|Janmatjiri|Yanmedjara|Yanmadjari|Arandic,,193
y107-areba,Areba,Cape York & Torres Strait,-17.0096271893,142.2228132259,Rip|Ngarap|Kurtjar|Araba/Areba/Rib|Araba|Kunggara|Rib|A:rap|Ariba|Aripa|Goodarra|Goongarra|Ngariba|Ngarab,,194
a53-banyjima,Banyjima,Western Desert (WA),-22.743132667405,118.37300319665,Panyjima|Panjtjima|Panytyima|Banjima|Bandjima|Mandanjongo|Papupadu|BanjimaBanyjima|Mandara|Paanjima|Pandima|Pandjima|Panjima|PanyjimaBanydyima,Panyjima language,195
d26-barranbinya,Barranbinya,Darling (W NSW/SW Qld),-29.780229344439,146.26865590139,Barranbinja|Baranbinja|Barren binya|Barrumbinya|Barrunbarga|Burrabinya|Burranbinga|Burranbinya|Burrumbinya|Burrunbinya|Parran binye|Barabinja|Baranbinya,Barranbinja language,196
l43-bidjara,Bidjara,Lake Eyre / Central SA,-28.385675168414,143.00552589241,Ngura|Kullilla|Bitjara|Galali|Kalali|Minkabari|Bithara|Pitteroo|Wilya|Bidyara,,197
e37-bidjara-bidyara,Bidjara / Bidyara,SE Queensland,-24.903186585911,147.12130691422,Pitjara|Bidjera|Bithara|Bitjara|Minkabari|Peachera|Peechera|Pitteroo|Wilya|Bitharra|Bidyara|Bidjara,,198
w34-binigura-pinikura,Binigura / Pinikura,SW WA / Pilbara,-23.030559062165,116.37279498494,Pinigura|Binnigoora|Pinneegoora|Biniguru|Binnigora|Binniguru|Pinikurra|Binigura|Pinikura,Pinikura language,199
e6-dhanggati-dunghutti,Dhanggati / Dunghutti,SE Queensland,-30.906415451433,152.41692271761,Dunghutti|Dhanggatti|Djan gadi|Thangatti|Dyangadi|Dainggatti|Dainggati|Dhan gadi|Ngaku|Thungutti|Dangadi|Danggetti|Dhangatty|Thangatty|Dangati|Tangetti|Burgadi|Boorkutti|Dhanggadi|da?ati|Dunggudi|Thungatti|Djaingadi|Danghetti|Danggadi|Yuungai|Yunggai|Tang gette|Burugardi|Nulla Nulla|Amberu|Himberrong|Jang|Yung|Dhunggutti|Dhunghutti|Dhanggati,Dhanggati language,200
n55-erre,Erre,Top End & Arnhem (NT),-12.42608346237,133.0652285137,Rereri|Erei|Eri|Arra,,201
y61-flinders-island,Flinders Island,Cape York & Torres Strait,-14.275587766419,144.38891558612,Oko Wurriima|Mutumui|Walmbaria|Itu|Ambydher|Kokomiabilo|Mairughan|Manpirlmung wa|Mbambylmu|Mbyrlmurl|Miabilo|Pipon Island|Wurima|Walmbar|Yalnga bar,Flinders Island language,202
k39-gambera,Gambera,Kimberley (WA),-14.218114153615,126.34246111367,Gamberre|Gambre|Kambure|Barurungari|Gamgre|Guwan|Kambera|Kamberange|Kambumiri|Kanbre|Purungari|Gambere|Kambre|Kularri/Gularri south westerners,,203
g29-gundara,Gundara,Gulf Country,-16.052434788806,141.81558838085,Kok Narr|Kok Nhang|Kundar|Koknar|Gog nar|Kwantar|Kokinari|Koko Nar|Koko Nari|Kuk Nar|Kuku Nar|Kwanthar|Gugu Nar|Gugu Nhang|Kwantari|Kundara|Kuantari|Goondarra|Wangara|Wanggara|Kokowanggara|Kokawan gar|Kokatabul|Kokodaue|Koko daua|Oikand,Kok-Nar language,204
n14-gungarakayn,Gungarakayn,Top End & Arnhem (NT),-13.233269244543,130.82520898536,Gungarakanj|Kungarakany|Cunerakan|Gundrakan|Gunerakan|Kangarraga|Kangarranga|Kumerakainj|Kungarakan|Ungnakan|Warnunger|Gungaraganj|Gungaragany|Koongurrukuñ,Kungarakany language,205
c23-gunindirri,Gunindirri,Central Desert,-17.669227805119,136.84465216971,Gunindiri|Kunindiri|Cundundeerie|Goonanderry|Kunandra|Kundindiri|Leecundunderrie|Gundirri|Kunindirri|Leecundundeerie,Gunindiri language,206
g14-indjilandji,Indjilandji,Gulf Country,-19.327052066917,137.46237684602,Yindjilandji|Inchalachee|Inchalanchee|Indjilindji|Indjurandji|Indkilindji|Injilinji|Intjilatja|Indjilinji|Indilandji|Gulbilangu|Inchalanchi|Indjiladji|Injeelanjee|Intyilatya|Intjilantji|Inchilachee|Indjillnji|Yinjilanji,Yindjilandji,207
w33-jurruru,Jurruru,SW WA / Pilbara,-23.232021787684,116.90722179422,Tjurruru|Churoro|Djuroro|Joruro|Tchuraru|Tjuroro|Yankurangku|Choororo|Chooraroo|Djururu|Tjororo|Tjururu|Tjururo|Djururo,Jurruru language,208
a2-kalarku,Kalarku,Western Desert (WA),-32.110217754506,121.4875755408,Kalaaku|Kalarko|Ngatjunmay|Galagu/Kalako|Malpa|Galagu|Kalako|Ngadjunmaia|Marlba|Beelia|Beeloo|Derbal|Ilakuri wongi|Juadjag|Juadjek|Juadjuk|Kalaako|Karakata|Karrakatta|Malba|Minal njunga|Minnal Yungar|Mooro|Murram|Njindango|Takalako|Wadjug|Wadjuk|Wadjup|Wajuk|Whadjuk|Whajook|Witja:ri|Yooadda|Yooard|Yoongar|Yuard|Yuatjek|Yungar|Yungur|Galaagu|West Mirniny,Galaagu language,209
a68-kukatja,Kukatja,Western Desert (WA),-20.489447500567,127.02387041488,Gugadja|Kokatja|Gogada|Gogadja|Gogadya|Gogoda|Gogodja|Gugada|Gugadji|Gugudja|Kokata|Koonggada|Kukacha|Kukada|Kukadja|Kukaja|Kukata|Kukatji|Kukuruba|Pardoo|Julbaritja|Julbre|Ilbaridja|Nambulatji|Bedengo|Bidong|Bidungo|Peedona|Peedong|Pidung|Pidunga|Manggai|Wangkatjunga|Wangatjunga|Wangatunga|Wangkatunga|Wangkadjungga|Wankutjunga|Wanaeka|Wangu|Panara|Bunara|Boonara,,210
y80-kuku-warra,Kuku-warra,Cape York & Torres Strait,-15.09403240678,144.61226111231,"Kuku Wara|Gugu Warra|Kokowarra|Coo coo warra|Jaram|KokoWara|Kookowara|""Lama Deighton Tribe""|Wara|Wijaram|Gugu Wara|Laia|Aghu Laia|Kookawarra|Coo oo warra|Laura Deighton tribe for Kokowara|Koko Laia|Coo coo warra for Laia",Gugu Warra language,211
n69-kunbarlang,Kunbarlang,Top End & Arnhem (NT),-11.932246158271,133.89389112265,Gunbarlang|Gunbalang|Gambalanga|Walang|Gambalang|Geimbio|Gimbarlang|Gunbalag|Gunbalong|Gunbulan|Gurmadja madja|Warlang|Gunba:lan,Gunbarlang language,212
y200-kuuk-yak,Kuuk Yak,Cape York & Torres Strait,-14.877183523042,141.7315652832,Yak|Kuuku Yak|Koko Yak,Kuuk Yak language,213
n42-limilngan,Limilngan,Top End & Arnhem (NT),-12.525601826077,131.72401076624,Limit|Minitja|Beriguruk|Djowei|Lemil|Minidja|naWinjmil|Norweilemil|Baneidja|Banidja|Banindja|Buneidja|Buneidya|Manidya|Minnitji|Peneitja|Punaka|Puneitja|Punuurlu|Manidja|Menassie|Buneitja,Limilngan language,214
y26-linngithigh,Linngithigh,Cape York & Torres Strait,-13.172965673585,141.82185453195,Leningitij|Winda Winda|Linginiti|Adetingiti|Andyinit|Ndraangit|Cabati|Ladamngid|Latangeti|Latarngit|Leiningidi|Leningiti|Lenngeti|Lenngidgh|Lingitir|Linngithig|Linngiti|Onnatangnit|Umngnity|Winduwinda|Laini ngitti|not the same as Lengiti of Weipa|Leningit,Linngithigh dialect,215
a65-mangala,Mangala,Western Desert (WA),-19.639949066406,123.96774721505,Mangarla|Djualin|Djuwali|Djuwalia|Jiwali|Koalgurdi|Manala|Mangai|Mangal|Mangula|Mangunda|Minala|Mungala|Yalmbau,Mangarla language,216
