id,name,region,latitude,longitude,name_alternates,wikipedia,prominence_rank
l29-kunandaburi,Kunandaburi,Lake Eyre / Central SA,-26.634725617431,142.59386228596,Ngura|Karendala|Kurnanda buri,,562
d49-kungakuri,Kungakuri,Darling (W NSW/SW Qld),-29.105452818179,146.39520769076,Gungaguri,,563
g3-kunkalanya,Kunkalanya,Gulf Country,-23.637670302004,139.28798561184,Kunkalanja|Pitta Pitta|Kungkalenya|Kunkulenje|Koonkoolenya|Koomkoolenya|Koon kalinga|Koonkalinye,,564
d53-kuntakuri,Kuntakuri,Darling (W NSW/SW Qld),-29.29726956936,146.90787753214,Gundaguri,,565
a85-kurajarra,Kurajarra,Western Desert (WA),-22.909591398018,122.3629167104,Gurajarra,,566
s62-kuringgai,Kuringgai,SE Australia,-33.406483198853,151.33422230501,Cameeragal|Awabakal|Kameraigal|Karikal|Garigal,,567
d25-kurnu,Kurnu,Darling (W NSW/SW Qld),-29.759777534421,145.33081111552,Paakantyi|Gurnu|Guula|Darling|Gunu|Kula|Cornu|Ee na won|Guerno|Guno|Koono|Koonoo|Kornoo|Kornu|Kuno|Noolulgo,,568
y95-kutjal,Kutjal,Cape York & Torres Strait,-17.312007513276,143.22095422076,Kutabal|Kuttabal|Gudabal|Kuritja:l|Kuthabal|Koochulburra|Okuntjel|Kwearriburra,,569
y215-kuuk-thaayunth,Kuuk Thaayunth,Cape York & Torres Strait,-14.952619015444,141.64616667751,Thayunth|Thaayunth|Tayunt,,570
y169-kuuku-i-yu,Kuuku I'yu,Cape York & Torres Strait,-12.188160810057,142.87967121538,Guugu Iyu|Kuuku Iiyu,,571
y170-kuuku-yani,Kuuku Yani,Cape York & Torres Strait,-13.92162846506,143.43149615227,Barunguan|Yindyingga|Guugu Yani|Kuuku Yini|Kuuku Yin,,572
a16-kuwarra,Kuwarra,Western Desert (WA),-28.182031703639,120.34536446621,Goara|Koara|Guwara|Kagara|Kogara|Konindja|Konindjara|Waula,,573
c35-kuwarranyji,Kuwarranyji,Central Desert,-16.720940346925,132.33656219346,Gurindji|Kwaranjee|Kwarandji|Kuwarrangu|Kooringee|Coorinji|Goarango|Gurindzi|We arr ung,,574
y30-ladamngid,Ladamngid,Cape York & Torres Strait,-12.883088067644,141.83298206636,Latamngit|Winduwinda|Latumngith,,575
n176-letpurrirt,Letpurrirt,Top End & Arnhem (NT),-14.155314254155,132.25380753215,Lhetburrirt,,576
t15-little-swanport-tasmanian,Little Swanport Tasmanian,Tasmania,-42.440638080356,147.95647320923,Paredarerme|Oyster Bay|Mid eastern,,577
y119-madjay,Madjay,Cape York & Torres Strait,-17.262975994997,145.85699041684,Yidiny|Madjandji|Madyay|Matjai|Matjandji|Mooka|Wanjuru|Wanyur|Wudjur|Wundjur|Mutyanthi,,578
l40-maiawali,Maiawali,Lake Eyre / Central SA,-23.419194927826,141.58754332604,Mayawarli|Majuli|Malintji|Mullinchi|Myorli|Mi|li|Mially|Miouli|Myallee|Myalli|Myoli|Mayawali|Mayuli|Miorli|Maiali|Majawali|Mailly|Myall|Puruga,,579
l62-malintji,Malintji,Lake Eyre / Central SA,-23.534458167719,142.95289682085,Maiawali|Majuli|Mullinchi|Myorli|Mullinchie,,580
k30-malngin,Malngin,Kimberley (WA),-17.235153811703,129.35371644187,Gurinji|Gurindji|Kartangarurru|Korindji|Kurintji|Tjial|Wandjira|Maialnga|Mailnga|Malgin|Malngjin,,581
l8-malyangapa,Malyangapa,Lake Eyre / Central SA,-30.556220950407,141.56727580899,Maljangapa|Malyangaba|Ngurunta|Bulali|Bulalli|Karikari|Malgaaljangaba|Malja:pa|Maljanapa|Maljangaba|Malya napa|Malyapa|Malynapa|Milya uppa|Muliaarpa|Mullia arpa|Multyerra|Mulya napa|Mulya nappa|Nalyanapa|Malgangara,,582
l20-mambangurra,Mambangurra,Lake Eyre / Central SA,-28.601666302686,141.76302126145,Ngura|Wangkumara|Mamwura|Bundamara|Diraila|Jarumarra|Karendala|Kungatutji|Ngandangara|Ngurawola|Punthamara|Thiraila|Wankumara|Betharra|Eromarra|Jarumarda|Mambangura|Ngandangura|Ngandanguru|Unda Gnoora|Thereila|Thiralla|Mambanjura|Mamban yura,,583
y122-mamu,Mamu,Cape York & Torres Strait,-17.639984024027,145.74851848387,Dulgubarra Mamu|Dyirbal|Djirbalngan|Djiru|Giramay|Gulngai|Jirrbalngan|Keramai|Malanbara|Ngatjan|Dulgabara|Ngirma|Njirma|Morruburra,,584
n183-manangkarri,Manangkarri,Top End & Arnhem (NT),-11.555480905047,133.17252611089,Mananggari|Naragani|Manangkari,,585
e76-mananjahli,Mananjahli,SE Queensland,-28.126543130262,152.91469849776,Yugambal|Manaldjali|Manaldjahli|Mununjali|Munaljali,,586
e65-mandalgu,Mandalgu,SE Queensland,-24.465985009487,149.38243380624,,,587
a34-mangu,Mangu,Western Desert (WA),-25.579879925586,119.7750310866,Manyjilyjarra,,588
a33-mantjintjarra,Mantjintjarra,Western Desert (WA),-27.253857884926,126.08461682425,Mandjindja|Jindi|Kalgonei|Kalgoneidjara|Madu|Maduwongga|Mandijildjara|Mandildjara|Mandjihjarra|Mandjiidjarra|Mandjildara|Mandjildjara|Mandjildjarra|Mandjiltjara|Mandjiltjarra|Mandjintjarra|Mandjindjara|Mandjindji|Mandjindjiwongga|Mandshindshi|Mangingiwonga|Manginji|Mangula|Mangundjara|Manjiljara|Manjiljarra|Manjinjiwonga|Mantjila|Mantjildjara|Mantjiltjara|Manyjilyjarra|Nanggarangku,,589
k54-marangan,Marangan,Kimberley (WA),-17.970093695025,122.99718356203,,,590
n13-maranunggu,Maranunggu,Top End & Arnhem (NT),-13.758549539672,130.27162799195,Ami|Amijangal|Emmi|Emmiyangal|Manhthi Yangal|Maranjwarrgat|Menhtha|Merranunggu|Maramanunggu|Maranunga|Maranunggo|Maranungo|Maringar|Maringa|Marinunggo|Marranunga|Maranungku,,591
a22-marawa,Marawa,Western Desert (WA),-28.771514280889,125.34638789354,,,592
e91-marbal,Marbal,SE Queensland,-29.113504787123,151.87409720364,,,593
s16-mardidjali,Mardidjali,SE Australia,-36.967794207335,141.64314094744,Martijali|Jardwadjali|Marditjali|Keribial barap|Wichintunga|Wintjabarap|Witjintanga|Worangarait|Worangarit|Wragarait,,594
g45-marrago,Marrago,Gulf Country,-18.270587599748,140.16664179604,Kukatj|Marago|Mayi Kutuna|Kalibamu|Maikudunu|Mayi Yali|Ngarra,,595
d6-marrawarra,Marrawarra,Darling (W NSW/SW Qld),-33.666362899319,141.44864580426,Paakantyi|Marawara|Maraura|Bandjigali|Berlko|Berri ait|Ilaila|Mareaura|Mareawura|Marewera|Maroura|Marowera|Marowra|Marraa Warree|Waimbio|Wiimbaio|Wiimbo|Wimbaja|Jakajako|Yaakoyaako|Waimbo|Wiimpaya|Beriko,,596
n162-marri-amu,Marri Amu,Top End & Arnhem (NT),-13.811675815626,129.81000586207,Marri Ammu|Marithiel|Mareammu,,597
l33-marula,Marula,Lake Eyre / Central SA,-25.355892581192,141.62364955929,Marrulha|Marrula|Dieri|Marulta,,598
l49-marunuda,Marunuda,Lake Eyre / Central SA,-24.938039460902,139.50241148904,Mitaka|Marrunada|Mittaka|Mittuka|Marunga|Marrala|Marranda|Murunuta|Mi daga,,599
l47-matja,Matja,Lake Eyre / Central SA,-27.322753246487,139.96254058225,,,600
w20-maya,Maya,SW WA / Pilbara,-24.421954146867,114.33208128703,Maia|Majanna|Miah|Maja,,601
g16-mayi-thakurti-mitakoodi,Mayi-thakurti / Mitakoodi,Gulf Country,-19.946870866068,140.68950150801,Maykulan|Mittakoodi|Taithakari|agurdi|Maidakadi|Maidhagari|Maidhaggaria|Maidhagudi|Maioakui|Maioakuri|Maitakeidi|Maitakudi|Maithagudi|Maithakari|Maithakudi|Majadhagudi|Mayatagoori|Mayatagoorri|Maydhagurdi|Maytagoori|Mit|Mitagurdi|Mitakudi|Mitrogoordi|Mitroogoordi|Mittagurdi|Mittaka|Mythaguddi|Mythergoody|Mythugadi|Mythuggadi|Mayadhagurdi|Mayidhagurdi|Maithakuri|Maithakui|Mayi-Thakurti|Mitakoodi,,602
g44-mayi-yali,Mayi-yali,Gulf Country,-18.941537932067,139.74786263805,Mayi Kutuna|Maikudunu|Marago|Mayali,,603
g20-mayi-yapi,Mayi-yapi,Gulf Country,-19.075646079751,140.44722075423,Maykulan|Maijabi|Maiabi|Maippe|Majabi|Mayapi|Mayappe|Miappe|Miappi|Miubbi|Miulbi|Myabi|Myappa|Myappe|Mayabi|Miuibi,,604
l50-midlaliri,Midlaliri,Lake Eyre / Central SA,-29.186705329018,135.38377154392,,,605
a77-mijaranypa,Mijaranypa,Western Desert (WA),-22.999689368036,118.14527522302,Mitjaranjpa,,606
l51-mikiri-nganha,Mikiri-nganha,Lake Eyre / Central SA,-25.730188325148,137.14385554347,Mungathirri nganha from the high sandhills,,607
d59-milpulo,Milpulo,Darling (W NSW/SW Qld),-31.808487851526,142.41416574849,Danggali|Milpulko|Mailpurlgu|Mamba,,608
g26-mingginda,Mingginda,Gulf Country,-18.022512996752,139.55273139736,Minkin|Mingin|Mingir|Minikin|Myngeen,,609
s90-minjambuta,Minjambuta,SE Australia,-36.810183716502,146.63419493943,Taungurong|Daundwurrung|Mogullumbidj|Minyambuta|Mogul lumbitch,,610
l57-minkabari,Minkabari,Lake Eyre / Central SA,-28.873143920075,142.60174318624,Ngura|Kullilla|Bitjara|Galali|Kalali|Mingabari|Bithara|Pitteroo|Wilya,,611
e18-minyangbal,Minyangbal,SE Queensland,-28.554389638963,153.4981193759,Minjangbal|Yugambal|Minjanbal|Boggangar|Minyowa|Minyung|Wangerriburra|Minjungbal|Gendo|Gando Minjang|Gan dowal|Ngandowul|Cudgingberry|Cood jingburra,,612
w2-mirnang-mineng,Mirnang / Mineng,SW WA / Pilbara,-34.721824435789,117.56463195428,Nyungar|Minang|Nyunga|Mearn anger|Meenun|Minnal Yungar|Mirnong|Meenung|Mining|Minninng|Minong|Minung|Mean anger|Meern anger|Mirnang|Mineng,,613
e50-miyan,Miyan,SE Queensland,-21.812523000063,146.18381639052,Mian|Koombokkaburra|Munkibura|Munkieburra|Oncooburra|Pegulloburra|Wokkelburra|Wokkulburra|Peghullaburra|Woccullaburra|Monkeyburra,,614
a27-mudalga,Mudalga,Western Desert (WA),-27.752210323925,123.65487413983,,,615
n189-mukngirru,Mukngirru,Top End & Arnhem (NT),-12.927609963479,130.53746686425,,,616
y154-mulgu,Mulgu,Cape York & Torres Strait,-18.734102168312,146.62250127891,,,617
k25-munumburu,Munumburu,Kimberley (WA),-15.277845865168,127.52770247631,Munumburru|Ngarinyin|Guwij|Ngarinjin|Ngarnawu|Ungarinjin|Wilawila|Wolyamidi|Wilawiila|Wular:|Taib|Wulu|Taibange|Munumbara|Kalari:|Andedja|Andidja|Andadja|Piarngongo|Kundjanan|Kandjanan|Ullumbuloo,,618
n221-muralidban,Muralidban,Top End & Arnhem (NT),-12.241199718544,134.18240593369,Gunwinggu,,619
n158-murrinh-kura,Murrinh-kura,Top End & Arnhem (NT),-14.715900493032,129.94649704821,Murrinh patha|Muringura/Murrinhkura|Murinbata|Muringura|Murinkura,,620
n159-murrinhdiminin,Murrinhdiminin,Top End & Arnhem (NT),-14.405140184257,129.81694907136,Murrinh patha,,621
a8-murunitja,Murunitja,Western Desert (WA),-30.302385789976,126.03071747822,Nyanganyatjara|Nangatadjara|Pindini|Tjeraridjal|Wanggatha|Kogara Mara|Mooroon|Murnidja|Murunidja|Moorooon|Mara|Kogara,,622
d32-muruwari-murrawarri,Muruwari / Murrawarri,Darling (W NSW/SW Qld),-29.068179253638,145.79809046768,Muruwari|Muruwarri|Murawarri|Morowari|Marawari|MarraaWarree|Maruwari|Moorawarree|Moorawarrie|Morewari|Murawari|Murrawari|Murrawarri|Murri|Murueri|Muruworri|Muruwurri|Yacko Yacko,,623
y187-mutyanthi,Mutyanthi,Cape York & Torres Strait,-11.916541529331,142.78673373187,Mutjati|Mutyati,,624
a32-nakako,Nakako,Western Desert (WA),-27.222842765728,128.51091416846,Nakaku|Nangako|Nangakopitja|Wanudjara,,625
e90-nalbo,Nalbo,SE Queensland,-26.76927823247,152.88589503145,Gubbi Gubbi|Dallambara|Dowarbara|Dulingbara|Kabi Kabi|Undanbi|Dalla|Ngalbu|Njalbo|Nalboo,,626
a37-nanadjara,Nanadjara,Western Desert (WA),-26.064065288865,123.48763939134,Nana|Pini|I:nabadanggural|Kalgo nei|Kalgoneidjara|Kalguni|Nangand jara|Nangaridjara|Ngan:adjara|Jumudjara|Ngatari|Nona,,627
a17-nangadadjara-nyanganyatjara,Nangadadjara / Nyanganyatjara,Western Desert (WA),-28.683701655968,124.80344633862,Ngaanyatjarra|Murunitja|Nangatadjara|Pindini|Tjeraridjal|Wanggatha|Alindjara|Ditu|Dituwonga|Nangandjara|Nangata|Nangatatjara|Nanggaranggu|Nanggatha|Ngaanyatjara|Ngalapita|Ngana|Nganandjara|Njingipalaru|Wangata|Njanganjadjara|Nyanganyadjara|Nagatatjara|Nangadadjara|Nyanganyatjara,,628
a95-natingero,Natingero,Western Desert (WA),-29.373824151559,118.3669992509,,,629
l2-nauo-nawu,Nauo / Nawu,Lake Eyre / Central SA,-33.703990425696,135.43973598385,Nhawu|Wirangu|Battara|Gnowoo|Growoo|Hilleri|Kadu|Kartwongulta|Naua|Nawa|Nawo|Ngao|Njao|Njau|Nowo|Wiljaru|Willuro|Kartawon gulta|Nauo|Nawu,,630
e77-nerang-creek,Nerang Creek,SE Queensland,-28.08259432458,153.24077249507,,,631
a30-ngadawanga,Ngadawanga,Western Desert (WA),-26.401740132949,119.57970476761,Ngaiawongga|alternative for Tjupany|Madoitja|Ngadawongga|Ngadhawonga|Ngarawonga|Bidungu/Ngayawanga/Ngadawanga|Ngajawonga|Ngaiu wonga|Ngarga wonga|Maliar:a|Wallawe|Waula|Pidungu|Madutjara,,632
y16-ngadhugudi,Ngadhugudi,Cape York & Torres Strait,-12.07837677618,142.348611954,Athokurra|Nathokudi|uthukuti|Ngathokadi|Ngathokudi|Unthkuti,,633
y121-ngadjon-ngadjan,Ngadjon / Ngadjan,Cape York & Torres Strait,-17.363776935189,145.70475458443,Cape York Peninsula Languages|Ngadyan etc|Dyirbal|Djirbalngan|Ngatjan|Djiru|Giramay|Gulngai|Jirrbalngan|Keramai|Malanbara|Mamu|Eacham|Eashim|Eaton|Hucheon|Jitjam|Madandji|Majanji|Narcha|Natchin|Nga:tja|Ngachan ji|Ngadjandji|Ngadjen|Ngadyan|Ngadyandyi|Ngai djandji|Ngaitjandji|Ngatjai|Ngendjen|Russell River dialect|Ngadja|Alt|Ngadjon|Ngadjan,,634
n40-ngaduk,Ngaduk,Top End & Arnhem (NT),-12.21167798551,132.59603008152,Gagudju|Ngardok|Kakadu|Kakudju|Aragu|Ad dok|Bimbirik|Gnaruk|Ngadok|Ngadug|Ngadulg|Ngardog|Ngarduk|Ngardulk|Ngarug|Ngaruk,,635
e4-ngaku,Ngaku,SE Queensland,-31.069534687534,152.9340119278,Ngaagu|Dainggatti|Dainggati|Dhan gadi|Dunghutti|Thungutti|Ngagu|Niungacko,,636
n229-ngalarrunga,Ngalarrunga,Top End & Arnhem (NT),-15.900873682573,133.19732154296,,,637
c2-ngalia,Ngalia,Central Desert,-29.198371544364,129.48003328708,Ngaliya|Ngalea|Nambuda|Nangga|Nanggaranggu|Nanggarangku|Ngaliawongga|Ngalija|Ngallea|Ngallia|Ooldean|Tangara|Willoorara|Windakan,,638
n19-ngaliwurru,Ngaliwurru,Top End & Arnhem (NT),-16.07262772334,130.54232721557,DjamindjungINgaliwuru|Djamindjung|Ngaliwuru|Ngaliwerun,,639
c43-ngaliya,Ngaliya,Central Desert,-21.808698092336,131.18671260694,Warlpiri,,640
e5-ngambaa,Ngambaa,SE Queensland,-30.815135412469,152.89047946386,Ngaku|Niungacko|Ngamba|Ngambarr|Ngambar|Ngeunbah,,641
n8-ngan-gikurunggurr,Ngan'gikurunggurr,Top End & Arnhem (NT),-14.185570955859,130.10371727698,Ngan|gi kurunggurr|Nangikurrunggurr|Nordaniman Nordan imin,,642
n160-ngan-gimerri,Ngan'gimerri,Top End & Arnhem (NT),-14.004592510191,130.61190632135,Ngan|gimerri|Tyemeri|Nangityemeri,,643
l48-ngananhina,Ngananhina,Lake Eyre / Central SA,-26.339163329724,140.96008300781,,,644
e78-nganduwal,Nganduwal,SE Queensland,-28.351553657393,153.30360703492,Gurgun Mibinyah,,645
e92-ngarabal,Ngarabal,SE Queensland,-29.485674618123,152.68288521572,,,646
e79-ngarahgwal,Ngarahgwal,SE Queensland,-27.886144546326,153.32790697545,Ngara:ngbal|Gurgun Mibinyah,,647
s4-ngaralda,Ngaralda,SE Australia,-35.01894863785,139.22841134723,Meru|Ngaralta|Ngawait|Erawirungand|Rankbirit|Ngintait|Nganguruku|Ngaiawung|Agaraltu|Brabirawilung|Ngaralt|Ngaraltu|Wanakald|Wanaulum|Wanaulun|Wanjakalde|Wanyakalde|Wunyakalde,,648
e68-ngarbal,Ngarbal,SE Queensland,-29.527793296141,151.78146061818,Ngarabal|Yugambal|Kwiambal|Ngarrabul/ Ngoorabul/ Ngarbu|Ngarabul|Ngarrabul|Narbul|Marbul|Ngrapol,,649
n179-ngardawuli,Ngardawuli,Top End & Arnhem (NT),-11.289816506622,131.932295025,,,650
c38-ngardilypa,Ngardilypa,Central Desert,-19.623475796516,129.73559852572,Ngardilpa|Warlpiri|Ngardilba/Wanayaga,,651
s9-ngarkat,Ngarkat,SE Australia,-35.361135554837,140.35224473013,Ngargad|Ngarkut|Arkatko|Baripung|Beeripung|Beripar|Booripung|Boraipar|Boripar|Buripung|Deenbauraket|Doen baurarket|Doenbauraket|Duwinbarad|Duwinbarap|Duwinbaray|Jackalbarap|Jacke gilbrab|Jakalbarap|Jakel baluk|Mangkarupi|Merkani|Merkanie|Nalunghee|Ngalundji|Ngarkato|Ngerget|Ngerukati|Ngeruketi|Ratarapa|Tatiari|Thatiari|Tjakulprap|Wragarite|Wularuki|Ngargat|Ngarket|Darkat|Tatiara blacks|Tatiaria blacks|Tatiara tribe spoke the Nalunghee language according to Mathews 1898,,652
n177-ngarlahmi,Ngarlahmi,Top End & Arnhem (NT),-14.088364788678,132.35995922452,Ngarlami,,653
k52-ngarnawu,Ngarnawu,Kimberley (WA),-16.187649916373,127.2888468636,Ngarinyin|Guwij|Munumburru|Ngarinjin|Ungarinjin|Wilawila|Wolyamidi|Nganau|Nganaw,,654
n121-ngarnka,Ngarnka,Top End & Arnhem (NT),-16.451671365113,134.82627684886,Ngarnga|Ngarndji|Gudanji|Ngewin|Gnuin|Leeillawarrie,,655
s10-ngawadj,Ngawadj,SE Australia,-34.224469830423,140.22562948312,Meru|Ngawait|Erawirungand|Rankbirit|Ngintait|Ngaralta|Nganguruku|Ngaiawung|Barmerara Meru|Binjali|Eritark|Muljulpero maru|Nanait|Narwejung|Narwijjerook|Narwijjong|Nauait|Ngawaijung|Ngawaitjung|Ngawijung|Niawoo|Njawatjurk|Nyauaitji|Wem:ara|Nunait|Nyauaitj,,656
s7-ngayawang,Ngayawang,SE Australia,-34.403292426699,139.50160299952,Narrinyeri|Meru|Ngaiawung|Ngawait|Erawirungand|Rankbirit|Ngintait|Ngaralta|Nganguruku|Aiawong|Aiawung|Ajawung|Birta|Iawung|Karn brikolenbola|Moorunde|Moorundee|Moorundie|Murundi|Naiawu|Ngaiawang|Ngaijawa|Ngaiwung|Ngaiyau|Ngaiyawa|Nganjan|Nggauaiyo wangko|Nggauaiyowangke|Niawoo|Paruru|Peeita|Pieta|Pijita|Pitta|Wakanuwan|Ngayawung,,657
n17-ngen-giwumirri,Ngen'giwumirri,Top End & Arnhem (NT),-14.24563928321,130.46131063961,Ngan|gi wumeri|Nangikurrunggurr|Nanggiomeri|Nangiomeri|Nangumiri|Nangimera|Nangimeri|Nanggiwumiri|Nangi wumiri|Ngen gomeri|Mariwumiri|Murin wumiri|Wumiri,,658
s18-ngintait,Ngintait,SE Australia,-34.37300823327,141.10844268946,Meru|Ngawait|Erawirungand|Rankbirit|Ngaralta|Nganguruku|Ngaiawung|Inteck|Merri|Ngintadj|Nutcha|Takadok|Ngindadj|Pintra|Yac yoc|Arthon|Neds Corner Station|Murray River dialect,,659
e22-ngoera,Ngoera,SE Queensland,-27.069052104844,152.35934257358,Wakawaka|Kaiabara|Njalbo|Dalla|Gayabara|Dalambara|Dallanbarah|Ngoera for Dalla|Kaia|Cooyar Range|Mount|Kaibara|Koiabara|Cooyarbara|Kaiyabora|Kia bara|Bujibara|Bujiebara|Booy ieburra|Buijibara|Bujibada for Kaiabara,,660
n178-ngorrkgowo,Ngorrkgowo,Top End & Arnhem (NT),-13.451842280087,131.67795069298,,,661
g19-nguburinji,Nguburinji,Gulf Country,-18.53363767172,139.03577736723,Nguburindi|Ganggalida|Naungaun|Nga:wun|Ngoborindi|Ngoboringi|Ngoborundji|Nounun|Nouun|Obor indi|Oboroondi|Ngorborundji,,662
g40-ngulupulu,Ngulupulu,Gulf Country,-24.056369749215,139.81757189273,Pitta Pitta|Karanya|Karenya|Kurrana|Mooraboola Moorloobulloo|Ngulubulu|Ooloopooloo,,663
s83-ngurai-illamwurrung,Ngurai-illamwurrung,SE Australia,-36.472809655538,145.08169255656,Ngurraiillam|Ngurelban|Worilum|Worilelum|Worileum|Woralelum|Wor rile lum|Wor rale lum|Worelelum|Wuy|u|roo|Gunn el ban|Gnurellean|Nouralung bula|Mour alung bula|Nguralung bula|Noorillim|Ngooraialum|Ngurilim|Oorai alum|Oorilim|Woo ral lim|Ooral lim|3 Panyool|Paboinboolok|Pimpandoor|Panpandoor,,664
d46-nguri,Nguri,Darling (W NSW/SW Qld),-25.60232388078,147.80237722303,Gnoree|Ngoorie|Njoorie,,665
a72-ngurlipartu,Ngurlipartu,Western Desert (WA),-21.243272358287,122.32849994657,Nyangumarta|Ngolibardu|Nyangumarda|Ngolibardu/Ngurlipartu|Iparuka|Kundal|Walyirli|Wanyarli|Tjilakurukuru,,666
l65-ngurunta,Ngurunta,Lake Eyre / Central SA,-30.733202555543,140.48285353774,Runta|Runda,,667
d19-nhaawuparlku,Nhaawuparlku,Darling (W NSW/SW Qld),-30.970503370491,144.16616439373,Paakantyi|Naualko|Barundji|Parundji|Bungyarlee|Nawalko|Ngunnhalgu|Ngunnhlgri|Parooige|Unelgo|Wampandi|Wampangee|Wombungee|Wompungee|Nabarlgu|Ngunnhalgri|Milpulko|Mailpurlgu|Nawalgu,,668
y180-nhawalgaba,Nhawalgaba,Cape York & Torres Strait,-19.235267707586,146.78905128908,Gabilgara,,669
a71-nhugarn,Nhugarn,Western Desert (WA),-25.804998816598,115.47622416926,,,670
a83-njangadjadjara,Njangadjadjara,Western Desert (WA),-30.682160310788,131.49211605735,,,671
w52-nokaan,Nokaan,SW WA / Pilbara,-27.243444841668,115.16803192805,Noga:n|Nagadja|Nagodja|Ngadja|Akadja|Akady|Akadi|Wiludjanu,,672
a99-norseman,Norseman,Western Desert (WA),-32.241502021711,121.76261435935,,,673
t3-north-western-tasmanian,North-western Tasmanian,Tasmania,-41.245614266257,144.87214604608,Peerapper|Circular Head|North Western|Robbins Island|Northwest Tasmania,,674
d64-northern-anaiwan,Northern Anaiwan,Darling (W NSW/SW Qld),-30.127552320636,151.47627148348,,,675
y39-ntra-ngith,Ntra'ngith,Cape York & Torres Strait,-12.502099930087,142.10932171201,Ntrwangayth|Andaangeti|Andrendjandring|Awngthim|Ndraangid|Ndwangid|Nraangayt|Nraangith|Ntrawngayt|Winduwinda|Drwaangathi|Ndwongit,,676
y27-ntrwa-ngayth,Ntrwa'ngayth,Cape York & Torres Strait,-13.100726832048,141.63812492227,Ntraangith|Winda Winda|Ndraangit|Adetingiti|Andyinit|Linginiti|Ndrangith|Nrwaa|Tjanngayth|Mamngayt|Nraangith|Winduwinda|Ntrangith,,677
l4-nukunu,Nukunu,Lake Eyre / Central SA,-32.817830198397,138.06943912073,Nugunu|Barutadura|Doora|Eura|Njuguna|Nokunna|Noocoona|Nookoona|Nuguna|Nukana|Nukuna|Nukunna|Nukunnu|Pukunna|Tjura|Tura|Tyra|Tyura|Warra|Wongaidja|Wongaidya,,678
s87-nundadjali,Nundadjali,SE Australia,-37.389334201401,141.80048331135,Nundatyalli|Howitts Mukjarawaint|Currs Brapkut appear to be variants of Nundadjali,,679
a5-nungara,Nungara,Western Desert (WA),-30.288736633741,120.59501258947,Nugara,,680
d50-nuntukuri,Nuntukuri,Darling (W NSW/SW Qld),-29.871731092888,145.95244183475,Nunduguri,,681
y162-nyagali,Nyagali,Cape York & Torres Strait,-16.548251677503,145.45232337634,Njagali|Dyaabugay|Tjapukai|Tjapukandji|Tja:pukanja|Tjabogai tjandji|Tjabogai tjanji|Tcabogai tjanji|Toabogai tjani|Tjabogaijanji|Dyabugandyi|Dyabugay|Tapelcay|Tuffelcey|Koko njunkulu|Koko nyungalo|Koko Tjumbundji|Hileman|Njakali|Nyakali|Barron River dialect|Binggu,,682
e75-nyangbal,Nyangbal,SE Queensland,-28.921504855909,153.4217925987,Njangbal,,683
a91-nyardi,Nyardi,Western Desert (WA),-18.622991623929,125.27550390484,Njardi,,684
k7-nyininy,Nyininy,Kimberley (WA),-18.06933982657,128.58567265067,Njininj|Jaru|Nyinin|Djaro|Jarroo|Jarrou|Jarrau|Charrau|Jaruo|Djara|Deharu|Jaruru|Njining|Njinin|Nining|Neening|Meening|Ka:biri|Karbery|Kodjangana,,685
c45-nyiwanawu,Nyiwanawu,Central Desert,-16.339209303677,129.68231936841,,,686
k13-nyul-nyul,Nyul Nyul,Kimberley (WA),-17.028028750801,122.70572928387,Njul Njul|Kimberley Area Languages|Ngulnyul|Niol Niol|Njolnjol|Nyolnyol|Nyool Nyool|Yowera,,687
y21-nyuwathayi,Nyuwathayi,Cape York & Torres Strait,-12.408910003824,142.31316818756,Njuwadhai|Luthigh|Njuwathai|Totj|Nyowathayi,,688
y201-ogh-awarrangg,Ogh Awarrangg,Cape York & Torres Strait,-16.073082509497,143.00437948358,Kawarrang|Okawarrangg|Kawarangg,,689
y171-ogh-igadj,Ogh Igadj,Cape York & Torres Strait,-16.402550903482,142.15742094916,,,690
y206-ogh-undjan,Ogh Undjan,Cape York & Torres Strait,-16.265658715327,142.39175654555,Kunjen|Okunjan,,691
t2-oyster-bay-tasmanian,Oyster Bay Tasmanian,Tasmania,-42.503566832078,147.76871481565,Paredarerme|Oyster Bay|Little Swanport|Mid eastern,,692
d47-paaruntyi,Paaruntyi,Darling (W NSW/SW Qld),-29.458222632844,144.31458964109,Paakantyi|Barundji|Naualko|Parundji|Baarundji|Paruindji|Paruindi|Paruinji|Pa roinge|Barungi|Barinji|Bahroonjee|Baroongee|Bahroongee|Barrengee|Parooinge|Barunga,,693
a55-palyku,Palyku,Western Desert (WA),-22.239089157585,120.16083978695,Palyku/Nyiyaparli|Mangguldulkara|Paljarri|Nijadali|Bailgu|Binigura|Niabali|Nyiyaparli|Paljgu|Baialja|Bailgo|Bailju|Bailko|Balgo|Balgoo|Balgu|Baligu|Baljgu|Balju|Boolgoo|Pailgo|Pailgu|Palgu|Palgoe|Pulgo|Pulgoe|Balygu,,694
a76-pantikura,Pantikura,Western Desert (WA),-22.557802405153,118.50425378261,,,695
l66-parlpakurnu,Parlpakurnu,Lake Eyre / Central SA,-26.257241095865,143.03989335638,,,696
l45-parlpamardramardra,Parlpamardramardra,Lake Eyre / Central SA,-27.513283331203,141.24400867415,Balpamadramadra,,697
g41-parnkarra,Parnkarra,Gulf Country,-21.260277550433,138.81045545972,Warluwara|Barngara,,698
